stock,day,volatility,liquidity,hft_buy,hft_sell,hft,return,bist30_return,extra_ret_market,volume
AKBNK,1.12.2015,0.025568182,37517882.7,0.028257457,0.040991574,0.034523999,0.028830189,0.020638075,0.008192115,40499728.17
AKBNK,2.12.2015,0.023759609,44088255.57,0.013712923,0.00814234,0.010943708,-0.004254695,-0.005085469,0.000830774,48180799.93
AKBNK,3.12.2015,0.028248588,74257332.64,0.036459189,0.015194682,0.025630692,-0.013997348,-0.012332227,-0.001665121,34837573.77
AKBNK,4.12.2015,0.041877256,42890479.95,0.021203507,0.045025783,0.032757884,-0.01583981,-0.015738837,-0.000100972,32252300.53
AKBNK,7.12.2015,0.0275562,24235465.81,0.040805321,0.02653981,0.033408343,0.003036745,-0.004799146,0.00783589,22572742.78
AKBNK,8.12.2015,0.021849964,35418565.76,0.045363308,0.011635566,0.029254482,-0.014532244,-0.010932785,-0.003599459,18144581.47
AKBNK,9.12.2015,0.033212996,34965955.54,0.05093739,0.036804753,0.04362674,0.029339477,0.020285398,0.00905408,21482184.53
AKBNK,10.12.2015,0.046309696,43596736.83,0.036033701,0.015199879,0.026444662,-0.029995523,-0.029893648,-0.000101876,26529999.45
AKBNK,11.12.2015,0.052671181,29135756.72,0.031075848,0.012523822,0.023476273,-0.046923079,-0.028662071,-0.018261008,37222370.51
AKBNK,14.12.2015,0.039755352,27189845.42,0.037075486,0.023653749,0.029814172,-0.004681195,-0.013824634,0.00914344,20611111.07
AKBNK,15.12.2015,0.043576259,57446241,0.034291652,0.030215169,0.032124604,0.04184236,0.041092221,0.000750139,31756550.07
AKBNK,16.12.2015,0.02804428,28909702.99,0.050695666,0.01874063,0.035982397,0.019302616,0.009354491,0.009948125,28819421.31
AKBNK,17.12.2015,0.027516293,46714967.73,0.045348358,0.015709157,0.031158227,0.007330482,0.012084011,-0.004753529,34057948.74
AKBNK,18.12.2015,0.024944975,55875037.59,0.029003559,0.010095012,0.020052473,-0.018799271,-0.016978674,-0.001820598,22759014.74
AKBNK,21.12.2015,0.024691358,34264843.76,0.031360947,0.015407804,0.022733448,0.016223732,0.011976343,0.00424739,20105006.17
AKBNK,22.12.2015,0.024908425,30136750.33,0.006501083,0.027777778,0.018288603,-0.00152045,-0.003082854,0.001562404,19603971.39
AKBNK,23.12.2015,0.017094017,35602042.01,0.00968523,0.018248176,0.014308971,0.026191564,0.012896894,0.013294671,23222409.19
AKBNK,24.12.2015,0.021201414,27332451.41,0.012023,0.015346534,0.013729977,0.009942128,7.37E-05,0.009868389,14611455.61
AKBNK,25.12.2015,0.00983837,29548910.89,0,0,0,0.002791654,0.001879532,0.000912122,3862116.02
AKBNK,28.12.2015,0.011188811,43198485.2,0.015787706,0.009256402,0.012383403,-0.004102564,0.000723013,-0.004825577,13006350.96
AKBNK,29.12.2015,0.012649332,43413509.58,0.054644809,0.02070673,0.037216829,-0.004266588,-0.004452396,0.000185808,12406226.25
AKBNK,30.12.2015,0.031383738,45295830.5,0.011289148,0.019983231,0.015330648,-0.021128841,-0.009631915,-0.011496926,19999068.23
AKBNK,31.12.2015,0.039618489,57324818.86,0.001793901,0.024196972,0.011051986,-0.033207547,-0.020132324,-0.013075223,31121928.24
AKBNK,4.01.2016,0.016832441,31855949.47,0.014339319,0.020364416,0.016921899,-0.017954722,-0.016850561,-0.001104161,22413466.13
AKBNK,5.01.2016,0.033536585,31795391.16,0.031619726,0.018145608,0.025068589,-0.006041335,0.002407175,-0.00844851,40362738.07
AKBNK,6.01.2016,0.029029794,28697837.06,0.0313486,0.010266683,0.021895351,0.015195138,0.007212529,0.007982608,35427026.45
AKBNK,7.01.2016,0.033383915,29934155.14,0.034874738,0.021300172,0.02845836,0.006144635,0.004185374,0.001959261,34280240.54
AKBNK,8.01.2016,0.039911308,56602309.32,0.053140541,0.015017286,0.035597097,0.004384591,-0.012346577,0.016731169,50324656.07
AKBNK,11.01.2016,0.031134174,28666927.94,0.025248344,0.023653947,0.02442953,0.009042719,0.006171368,0.002871352,28205687.18
AKBNK,12.01.2016,0.030859662,31565008.55,0.020351527,0.023764397,0.021974213,0.010352287,0.009731737,0.00062055,36357317.12
AKBNK,13.01.2016,0.025824964,45414589.95,0.033266236,0.029374786,0.031394326,0.021868788,0.010709585,0.011159203,42238444.09
AKBNK,14.01.2016,0.018584703,54916281.45,0.026175349,0.026754504,0.026456754,0.004340018,-0.007835747,0.012175765,46874932.94
AKBNK,15.01.2016,0.037356322,65270495.86,0.021488872,0.018273717,0.020015442,-0.015645955,-0.012212304,-0.00343365,44297188.52
AKBNK,18.01.2016,0.01447178,41041808.54,0.03120915,0.021629973,0.026818906,0,-0.000314092,0.000314092,28033766.9
AKBNK,19.01.2016,0.020231214,44434081.59,0.012610838,0.008622379,0.010611122,-0.005903724,0.000471286,-0.00637501,31714450.57
AKBNK,20.01.2016,0.031134174,40454671.68,0.012698804,0.013225181,0.012915397,-0.031978071,-0.020671798,-0.011306273,36736380.31
AKBNK,21.01.2016,0.027231467,38369161.51,0.046401516,0.042053184,0.044402752,-0.015101463,-0.014885074,-0.000216388,49460336.57
AKBNK,22.01.2016,0.023774145,41521743,0.020615337,0.012514384,0.016398352,0.035138156,0.02444322,0.010694936,36210365.59
AKBNK,25.01.2016,0.022010271,32850156.7,0.039098837,0.012960713,0.028177357,0.002931646,0.004201076,-0.00126943,26378184.56
AKBNK,26.01.2016,0.047860769,39055935.3,0.023155044,0.015561873,0.01954791,0.03676923,0.018002804,0.018766426,34660868.35
AKBNK,27.01.2016,0.027007818,47849772.64,0.016922594,0.012443096,0.014646932,-0.006974328,0.003397211,-0.010371539,34266337.75
AKBNK,28.01.2016,0.018479033,56846460.05,0.020269248,0.019227968,0.019738794,-0.002988643,0.005198267,-0.00818691,51449067.89
AKBNK,29.01.2016,0.016830295,62994602.41,0.021314102,0.018606024,0.019904703,0.030125899,0.014548084,0.015577815,38925822.82
AKBNK,1.02.2016,0.015416959,38509849.31,0.021421454,0.019018404,0.020344574,0,-0.000454811,0.000454811,28729574.75
AKBNK,2.02.2016,0.029432375,52738180.09,0.016393442,0.01061008,0.013552254,-0.022261022,-0.012818786,-0.009442235,30793964.86
AKBNK,3.02.2016,0.042134831,43194037.86,0.029944547,0.022681306,0.026601051,0.029910713,0.010499522,0.019411191,38250010.46
AKBNK,4.02.2016,0.0229265,53528559.18,0.031381857,0.14881412,0.09532104,0.029042047,0.016895909,0.012146138,49513675.27
AKBNK,5.02.2016,0.020283975,32677086.8,0.025329737,0.040602967,0.033762921,-0.01474305,-0.004050984,-0.010692066,32548446.21
AKBNK,8.02.2016,0.046703297,37859315.76,0.03104925,0.020695252,0.025899764,-0.03006983,-0.029625271,-0.000444559,35848993.81
AKBNK,9.02.2016,0.033802817,39053079.7,0.019443111,0.010293601,0.014809549,0.011313546,-0.008194959,0.019508505,38796212.52
AKBNK,10.02.2016,0.029309142,35271017.11,0.020702403,0.020715053,0.020709314,-0.005520849,0.002787363,-0.008308211,26613220.57
AKBNK,11.02.2016,0.026893135,43195512.7,0.047655566,0.049303792,0.048571568,-0.004236669,-0.00939157,0.005154901,41891124.1
AKBNK,12.02.2016,0.016713092,45104251.51,0.043155359,0.041184637,0.042040994,0.004254695,-5.99E-05,0.004314603,26809457.69
AKBNK,15.02.2016,0.030898876,35242848,0.02538556,0.032375454,0.029027197,-0.005697589,0.000996512,-0.006694102,27783334.26
AKBNK,16.02.2016,0.028129395,45149306.95,0.035992883,0.025826972,0.0307246,-0.011166617,-0.00082906,-0.010337557,33225260.67
AKBNK,17.02.2016,0.035186488,44640458.23,0.016278738,0.033750528,0.025081479,0.025557207,0.026158145,-0.000600938,31047564
AKBNK,18.02.2016,0.018068103,46348684.59,0.024928092,0.028592376,0.026801612,0.002752825,0.008809133,-0.006056308,26706367.73
AKBNK,19.02.2016,0.015352408,36840720.31,0.026199958,0.026250517,0.026225413,-0.013870828,-0.0058689,-0.008001927,14877709.56
AKBNK,22.02.2016,0.023335621,32700768.6,0.003781512,0.018003647,0.010603411,0.032234434,0.025727168,0.006507266,18895257.26
AKBNK,23.02.2016,0.0269179,37400369.47,0.015468964,0.033903994,0.025395391,0.019020582,0.008089578,0.010931004,30108241.36
AKBNK,24.02.2016,0.03230148,29702835.44,0.049575071,0.02417461,0.036715854,-0.025212426,-0.018974233,-0.006238192,22307831.79
AKBNK,25.02.2016,0.020256583,25864171.51,0.037446286,0.03047619,0.034224717,0.012289225,0.0153196,-0.003030375,17959339.54
AKBNK,26.02.2016,0.021361816,25591887.44,0.044374793,0.02466646,0.0342181,0.005364201,-0.003628499,0.0089927,20210893.82
AKBNK,29.02.2016,0.01623816,24271991.17,0.039123631,0.038050371,0.038651578,-0.00814378,0.011816383,-0.019960163,30421899.63
AKBNK,1.03.2016,0.014874915,54663568.14,0.027791563,0.034667347,0.031183201,0.001415629,0.001860069,-0.00044444,21160382.78
AKBNK,2.03.2016,0.014696059,36230899.06,0.040306759,0.015260703,0.028861986,0.017528979,0.010960639,0.006568341,27842249.72
AKBNK,3.03.2016,0.01996008,32858063.19,0.029372999,0.038892551,0.034449424,-0.00388997,0.000525734,-0.004415703,25072120.13
AKBNK,4.03.2016,0.016085791,28629686.45,0.05262429,0.035006327,0.045640726,0.00264993,0.004722477,-0.002072547,28518423.44
AKBNK,7.03.2016,0.017298736,36866556.38,0.015704066,0.015003751,0.015366537,-0.001391014,0.003792016,-0.00518303,27373764.66
AKBNK,8.03.2016,0.030363036,44175773.77,0.031270703,0.005964586,0.020755886,0.020058503,0.002568664,0.017489839,44712509.96
AKBNK,9.03.2016,0.03490627,45967033.27,0.087998713,0.013375652,0.05702456,0.027311211,0.013584847,0.013726365,27677124.37
AKBNK,10.03.2016,0.029095509,45360147.42,0.050265487,0.039380246,0.044572008,0.010235279,0.003638641,0.006596638,35726491.36
AKBNK,11.03.2016,0.017565872,34415725.24,0.017614091,0.028050017,0.024004139,0,0.004498467,-0.004498467,23304054.51
AKBNK,14.03.2016,0.01623985,33569131.01,0.030201342,0.021197008,0.025468164,0.011315789,0.009205068,0.002110721,24780174.72
AKBNK,15.03.2016,0.03548796,47655334.05,0.017198753,0.025761406,0.021237933,-0.032396566,-0.013478943,-0.018917624,36151647.57
AKBNK,16.03.2016,0.023255814,34114206.6,0.038439956,0.026640766,0.033689033,-0.006454215,0.00427895,-0.010733165,23517098.28
AKBNK,17.03.2016,0.026266416,62152121.14,0.036593867,0.015040764,0.026841369,0.047909055,0.025298087,0.022610968,34747712.31
AKBNK,18.03.2016,0.022167488,36147135.19,0.028696879,0.02141546,0.025531914,0.013560635,0.019247545,-0.00568691,27194602.41
AKBNK,21.03.2016,0.012300123,37846717.22,0.016053941,0.016481334,0.016245007,-0.007262997,0.005537388,-0.012800384,22936088.96
AKBNK,22.03.2016,0.035308953,50005565.77,0.033191036,0.029038413,0.030854689,-0.034398664,-0.019622739,-0.014775924,43319750.58
AKBNK,23.03.2016,0.013932869,43113164.78,0.042221946,0.023528586,0.030269008,0,-0.016907366,0.016907366,30438017.1
AKBNK,24.03.2016,0.030112924,31654869.96,0.015312557,0.04609475,0.031612849,0.025388807,0.01212547,0.013263337,23981036.62
AKBNK,25.03.2016,0.009925558,22207836.74,0,0,0,-0.006092818,-2.37E-05,-0.006069096,4985805.601
AKBNK,28.03.2016,0.015056462,16663490.53,0.001264222,0.012322629,0.006333448,-0.008738751,-0.00014627,-0.008592481,10565977.54
AKBNK,29.03.2016,0.016280526,48462609.68,0.00649921,0.033823752,0.021162299,-0.0025,0.004782988,-0.007282988,30328867.96
AKBNK,30.03.2016,0.020151134,51903882,0.029786118,0.027967953,0.028924479,0.028228465,0.014487674,0.013740792,27931613.85
AKBNK,31.03.2016,0.014962594,33190671.21,0.021746881,0.022762346,0.022234574,0.00243746,0.004224548,-0.001787088,23134868.59
AKBNK,1.04.2016,0.022698613,33498142.5,0.014177541,0.01536263,0.014739517,-0.018684413,-0.01091175,-0.007772664,19169535.49
AKBNK,4.04.2016,0.020025031,37050265.75,0.011008807,0.00224165,0.006873216,0.025430361,0.018376401,0.00705396,18978392.71
AKBNK,5.04.2016,0.018832392,34750735.49,0.003094059,0.016693592,0.009607944,-0.011064479,-0.010835799,-0.00022868,20459670.57
AKBNK,6.04.2016,0.022698613,42265894.45,0.009469226,0.02981931,0.020238166,-0.017618313,-0.017511314,-0.000107,21957851.95
AKBNK,7.04.2016,0.016507936,33952382.19,0.02682373,0.011231701,0.018570474,0.001309072,-0.004252295,0.005561368,16893409.19
AKBNK,8.04.2016,0.01774398,35822996.09,0.009920392,0.019413333,0.014994299,0.013988757,0.016478231,-0.002489475,23804612.46
AKBNK,11.04.2016,0.027329193,39088764.83,0.016022246,0.027047561,0.021156159,0.020113461,0.01800463,0.002108831,28214866.3
AKBNK,12.04.2016,0.022167488,55080361.36,0.030136301,0.010526316,0.022218909,0,-0.003187735,0.003187735,21304387.6
AKBNK,13.04.2016,0.036144578,41514428.1,0.035865449,0.011819333,0.025240908,0.038169868,0.023612933,0.014556935,34021113.07
AKBNK,14.04.2016,0.01305638,37767303.01,0.034021871,0.063162893,0.046676291,0.003530558,0.001030145,0.002500413,18266530.71
AKBNK,15.04.2016,0.017825312,41950267.91,0.019676432,0.009600313,0.015378187,0.003518137,-0.002467799,0.005985935,19692003.73
AKBNK,18.04.2016,0.035046729,35830797.7,0.077906081,0.032472771,0.058238017,0.025991296,0.009002813,0.016988482,23958818.99
AKBNK,19.04.2016,0.018348624,42894331.63,0.02089497,0.031661928,0.027232618,-0.002356545,-0.001073385,-0.00128316,25041114.54
AKBNK,20.04.2016,0.032407407,56601068.77,0.060083973,0.032892999,0.045865857,-0.020668477,-0.008124663,-0.012543814,34259378.91
AKBNK,21.04.2016,0.022209235,46725804.18,0.045325779,0.02,0.032838679,0.003497347,0.001409582,0.002087765,19719848.41
AKBNK,22.04.2016,0.016451234,58822687.91,0.01802962,0.007043907,0.012783136,-0.005888715,0.001842635,-0.00773135,22040141.75
AKBNK,25.04.2016,0.021428571,53234982.36,0.007446017,0.013194444,0.00969642,-0.016441006,-0.008380534,-0.008060472,16265371.81
AKBNK,26.04.2016,0.031971581,41645803.4,0.029341603,0.022850503,0.026867434,0.026302852,0.007602571,0.018700281,25716513.4
AKBNK,27.04.2016,0.018561485,34658053.71,0.055594776,0.0203076,0.036479819,-0.001077844,-0.004457159,0.003379315,19975228.24
AKBNK,28.04.2016,0.019917985,42681420.95,0.03170001,0.014874001,0.024293908,0.006953603,0.00121395,0.005739653,22903833.54
AKBNK,29.04.2016,0.013969732,63748816.36,0.02412251,0.002927187,0.015103153,-0.002262174,-0.001755192,-0.000506982,19941939.04
AKBNK,2.05.2016,0.024749558,31041034.34,0.029961832,0.055032091,0.04457534,-0.023269691,-0.017555241,-0.00571445,15332120.47
AKBNK,3.05.2016,0.053398058,38030999.64,0.021430291,0.016395887,0.018819801,-0.040562004,-0.032925025,-0.007636979,35764649.51
AKBNK,4.05.2016,0.050188206,53500162.59,0.019338203,0.01946452,0.019392236,-0.034636445,-0.020810844,-0.013825601,51359921.69
AKBNK,5.05.2016,0.044270833,61240608.41,0.01668814,0.017246336,0.016945226,-0.018071495,-0.008613724,-0.009457771,45946560.8
AKBNK,6.05.2016,0.036988111,37136596.59,0.057898773,0.015875536,0.034910986,-0.001343364,-0.004203111,0.002859748,37290208.04
AKBNK,9.05.2016,0.018041237,26921803.31,0.009291244,0.02534056,0.016489292,0.015738498,0.008856159,0.00688234,18847035.24
AKBNK,10.05.2016,0.023225806,30536023.21,0.004415011,0.030533484,0.020069392,-0.011521652,-0.003285013,-0.008236639,20714391.02
AKBNK,11.05.2016,0.031413613,34592335.5,0.034405538,0.033954797,0.034182754,0.009110397,0.0028607,0.006249696,33209361.14
AKBNK,12.05.2016,0.021864952,45465398.23,0.01500966,0.029542483,0.022741498,-0.003850239,-0.009156271,0.005306032,28006976.47
AKBNK,13.05.2016,0.022034997,34690261.83,0.006338954,0.039293188,0.023050168,-0.0013328,-0.006331461,0.00499866,21231666.21
AKBNK,16.05.2016,0.036745407,25263579.92,0.003857619,0.0228471,0.015240904,-0.02468971,-0.010393861,-0.014295849,21417485.55
AKBNK,17.05.2016,0.022501655,38449066.4,0.025961766,0.02602189,0.025992656,0.014641489,0.00360378,0.011037709,24851547.55
AKBNK,18.05.2016,0.024950755,35823058.12,0.017716767,0.021200994,0.019450666,0.013081592,-0.000431046,0.013512637,26431240.14
AKBNK,20.05.2016,0.034076016,137186562,0.032905603,0.04371656,0.038238702,-0.02715655,-0.011471977,-0.015684575,31439263.37
AKBNK,23.05.2016,0.025016458,40333164.33,0.008653601,0.021688079,0.014903623,0.02134647,0.00534471,0.016001761,18627412.62
AKBNK,24.05.2016,0.0598345,45261717.1,0.021533321,0.035309668,0.028362819,0.050911039,0.034764808,0.016146231,38737595.08
AKBNK,25.05.2016,0.026135656,33572200.24,0.011136984,0.02789558,0.019816478,-0.014915859,-0.0103927,-0.004523159,20890230.31
AKBNK,26.05.2016,0.024126984,35731404.64,0.01378401,0.018204018,0.016078838,-0.005047237,-0.007294706,0.002247469,20853936.67
AKBNK,27.05.2016,0.016362492,36988750.89,0.060764212,0.020256068,0.040762408,0.007544225,-8.62E-05,0.007630467,14747818.93
AKBNK,30.05.2016,0.01623985,35564951,0.021641967,0.008574007,0.014971784,0.006325846,0.006489134,-0.000163288,11474778.88
AKBNK,31.05.2016,0.018645121,38202898.12,0.033389544,0.016959328,0.026353002,-0.003720334,-0.009318492,0.005598159,23883761.84
AKBNK,1.06.2016,0.016383113,37625882.39,0.029061784,0.035157546,0.032596153,-0.008756116,-0.009877202,0.001121086,18110919.74
AKBNK,2.06.2016,0.02415766,38898566.33,0.050850177,0.02303585,0.036593948,-0.014029618,-0.009902391,-0.004127228,22059937.94
AKBNK,3.06.2016,0.032786885,37778704.02,0.056703066,0.018712338,0.039476522,0.027009223,0.024483265,0.002525957,28337838.13
AKBNK,6.06.2016,0.01242236,43088695.11,0.014234119,0.012372477,0.013313292,0.008723541,0.005801676,0.002921865,16286395.49
AKBNK,7.06.2016,0.029962547,48035286.36,0.041481868,0.008295093,0.027377738,-0.022256136,-0.005537528,-0.016718607,28812391.68
AKBNK,8.06.2016,0.032786885,50802239.91,0.01637038,0.00874714,0.012655738,0.020291364,0.008636778,0.011654586,25832343.85
AKBNK,9.06.2016,0.02252816,43338145.9,0.009262118,0.045668828,0.027890849,-0.016190719,-0.014218981,-0.001971737,18734168.26
AKBNK,10.06.2016,0.017721519,40122620.1,0.023875716,0.007067138,0.013598526,-0.008811714,-0.010608952,0.001797237,16240252.18
AKBNK,13.06.2016,0.01934236,34957006.88,0.014418254,0.012673653,0.013533556,-0.002614721,-0.004591916,0.001977195,21660350.26
AKBNK,14.06.2016,0.026802808,35564342.05,0.024798222,0.028270088,0.026597543,-0.005112072,-0.010122268,0.005010196,26341971.01
AKBNK,15.06.2016,0.010152284,39667158.39,0.082037757,0.062426934,0.074732167,0.007773386,0.006307061,0.001466325,16056714.58
AKBNK,16.06.2016,0.018041237,38665073.95,0.072191154,0.07988107,0.075735429,-0.020394823,-0.020536784,0.000141962,18299948.42
AKBNK,17.06.2016,0.029243484,45262834.46,0.046261371,0.019470928,0.034141303,0.031229148,0.010162488,0.02106666,30118092.89
AKBNK,20.06.2016,0.017220172,49738746.5,0.009166667,0.016820988,0.013141026,0.034036495,0.027741553,0.006294942,19577916.71
AKBNK,21.06.2016,0.010942249,35476819.23,0.028640059,0.012126866,0.02042332,0.003629537,0.000106807,0.00352273,17857642.84
AKBNK,22.06.2016,0.014563107,28043178,0.021361816,0.011478098,0.01609683,-0.006110488,-0.003403913,-0.002706575,16848409.55
AKBNK,23.06.2016,0.026474128,34867981.86,0.071779617,0.012562814,0.045035461,0.024466751,0.009349473,0.015117278,21250503.14
AKBNK,24.06.2016,0.03867748,47124693.23,0.024064171,0.049316349,0.036657148,-0.024984691,-0.03364373,0.008659039,27239566.67
AKBNK,27.06.2016,0.025688073,48187434.23,0.082748024,0.0110957,0.049404448,-0.007411129,-0.002716875,-0.004694254,27090990.92
AKBNK,28.06.2016,0.010955569,36369055.82,0.037118504,0.019739697,0.030376978,0.012401924,0.023524093,-0.011122169,22076973.69
AKBNK,29.06.2016,0.017114915,65908801.09,0.259969559,0.022117243,0.183641124,-0.008625,-0.00282558,-0.00579942,19962977.62
AKBNK,30.06.2016,0.014652015,39793227.65,0.056474313,0.031134969,0.047238372,0.011095701,0.001371624,0.009724077,24497535.08
AKBNK,1.07.2016,0.015634395,33325656.33,0.0370928,0.052873141,0.043832823,0.018206758,0.014774297,0.003432461,19349517.3
AKBNK,4.07.2016,0.010733453,18783641.9,0.069051581,0.038878267,0.059903381,0.006001225,0.005587918,0.000413307,5314339.418
AKBNK,8.07.2016,0.015503876,30543659.86,0.078872543,0.10203384,0.088593974,-0.01302654,-0.004697421,-0.00832912,34102480.86
AKBNK,11.07.2016,0.010720667,50867742.73,0.081985997,0.038492707,0.060882102,0.008387813,0.015579058,-0.007191245,21314764.4
AKBNK,12.07.2016,0.056811594,55805851.36,0.125081574,0.012042949,0.087414786,0.052477065,0.024062866,0.028414199,44049214.57
AKBNK,13.07.2016,0.012450481,36232463.27,0.076384971,0.06207036,0.071257876,0,0.00222044,-0.00222044,18246876.08
AKBNK,14.07.2016,0.014730878,58302540.09,0.073262273,0.016524106,0.048538754,0.001046025,0.015592633,-0.014546608,21881276.74
AKBNK,15.07.2016,0.016920474,33161603.87,0.058037496,0.036107193,0.048954317,0.009056078,0.002852654,0.006203424,16938375.31
AKBNK,18.07.2016,0.086544161,82632425.86,0.090723954,0.097251434,0.0941726,-0.078471981,-0.070844844,-0.007627137,60371957.72
AKBNK,19.07.2016,0.03945746,142265921.9,0.058498368,0.03446242,0.050311397,-0.030340867,-0.010132721,-0.020208146,79727560.28
AKBNK,20.07.2016,0.044388079,74220983,0.091790064,0.026579739,0.068875378,-0.03270667,-0.016736893,-0.015969777,56600533.43
AKBNK,21.07.2016,0.035880399,70478207.18,0.075133659,0.03581363,0.05958193,-0.037539937,-0.044162009,0.006622072,49105428.16
AKBNK,22.07.2016,0.036363636,61507887.14,0.046788842,0.019164166,0.035391064,0.002627939,0.002003632,0.000624307,39409428.83
AKBNK,25.07.2016,0.06225681,55320750.27,0.145334928,0.054836896,0.107792813,0.028279763,0.033950839,-0.005671076,33548817.04
AKBNK,26.07.2016,0.035596572,55882540.14,0.056769626,0.027573283,0.042842549,-0.023477327,-0.006533016,-0.016944312,28830390.42
AKBNK,27.07.2016,0.018469657,49056812.91,0.043422114,0.017044316,0.031658022,0.024041764,0.018812332,0.005229432,30179128.05
AKBNK,28.07.2016,0.023498695,96951302.64,0.082276877,0.038130563,0.061936013,-0.006573652,0.002242537,-0.008816188,36951921.88
AKBNK,29.07.2016,0.024918033,59045884.32,0.03153009,0.023685731,0.02740662,0.013234301,0.00214595,0.011088351,30899597.33
AKBNK,1.08.2016,0.01411161,39719194.34,0.031656632,0.032203101,0.031947722,0.014260963,0.017321674,-0.003060712,21257577.46
AKBNK,2.08.2016,0.020698577,62162681.41,0.03451649,0.046577677,0.040498662,-0.020499343,-0.0118334,-0.008665943,29718011.62
AKBNK,3.08.2016,0.022412656,44514799.53,0.066666667,0.02416006,0.047570592,-0.017037831,-0.016513262,-0.000524569,22456079.72
AKBNK,4.08.2016,0.060920285,55216170.86,0.021668296,0.122256219,0.077041377,0.031936672,0.021105897,0.010830775,31535644.08
AKBNK,5.08.2016,0.04238921,49786129.45,0.02396709,0.027074236,0.025680122,-0.005158048,-0.000787514,-0.004370534,25695782.15
AKBNK,8.08.2016,0.036227358,44131886.88,0.031552528,0.072637292,0.053284918,0.038819462,0.022525398,0.016294064,28306348.25
AKBNK,9.08.2016,0.022249691,52154600.73,0.010379187,0.063654224,0.037749814,0.009982083,0.009588566,0.000393517,33825013.79
AKBNK,10.08.2016,0.023617154,57387190.27,0.015476556,0.022719623,0.018928457,-0.006082108,-0.007249166,0.001167058,28934620.32
AKBNK,11.08.2016,0.019753086,51217375.09,0.030911901,0.02554931,0.028360749,0.016063234,0.013827349,0.002235885,25036515.67
AKBNK,12.08.2016,0.022031824,49355391.86,0.042388929,0.058301203,0.05121888,-0.00727729,-0.010185672,0.002908382,20312240.35
AKBNK,15.08.2016,0.013455657,43156306.24,0.00942285,0.033105622,0.02193835,0.004929221,0.003119193,0.001810028,12470649.56
AKBNK,16.08.2016,0.027160494,51107211.27,0.040242977,0.015368066,0.027879621,-0.020877877,-0.009754237,-0.01112364,20513849.33
AKBNK,17.08.2016,0.021104904,38104555.04,0.032460347,0.040187679,0.036129407,0.011303789,0.005671165,0.005632624,17394071.44
AKBNK,18.08.2016,0.012269939,48173984.41,0.056027164,0.043229724,0.048657546,0.006223803,-0.002263531,0.008487334,18131753.43
AKBNK,19.08.2016,0.018461539,37933952.6,0.021678967,0.075386012,0.048741419,0.008583691,0.002240066,0.006343625,16360731.8
AKBNK,22.08.2016,0.007380074,34506159.66,0.010171999,0.034864417,0.020064294,-0.008510638,-0.002461047,-0.006049591,14309179.04
AKBNK,23.08.2016,0.019753086,43533233.91,0.047550084,0.029167601,0.038023256,-0.012370613,-0.007949121,-0.004421492,21447774.02
AKBNK,24.08.2016,0.020539153,69194320.95,0.049524409,0.025017653,0.038791199,-0.03361452,-0.015740892,-0.017873628,33161971.72
AKBNK,25.08.2016,0.012771392,47327703.64,0.124352331,0.030086222,0.082909912,0.008993519,0.008849352,0.000144168,23830760.27
AKBNK,26.08.2016,0.02528445,35116988.07,0.114909182,0.038872857,0.082495116,0.02044829,0.004294315,0.016153974,22036451.85
AKBNK,29.08.2016,0.013968254,29591785.86,0.028794402,0.022916667,0.026003392,-0.018754015,-0.012977367,-0.005776647,10765002.11
AKBNK,31.08.2016,0.013968254,26402926.6,0.131354426,0.115848331,0.123535113,-0.002487237,-0.001986499,-0.000500738,17083473.5
AKBNK,1.09.2016,0.012690355,42494166.5,0.069593853,0.037134643,0.054072631,0.008923884,-0.001511565,0.010435449,19326671.96
AKBNK,2.09.2016,0.022584693,27168457.37,0.048565121,0.025181979,0.03773241,0.016389178,0.013598971,0.002790207,20717248.32
AKBNK,5.09.2016,0.02329859,40866653.58,0.024008811,0.046994073,0.035729707,0.021243921,0.011800585,0.009443335,18677061.42
AKBNK,6.09.2016,0.010955569,52760342.5,0.043641231,0.079901153,0.064136888,0.003634085,0.002611979,0.001022107,21578006.45
AKBNK,7.09.2016,0.015863331,51001251.68,0.050948791,0.072334743,0.062470024,-0.005993258,-0.004508121,-0.001485136,17339359.97
AKBNK,8.09.2016,0.01337386,47898038.73,0.111075287,0.035565723,0.078103714,0.008541641,0.002579879,0.005961762,21690888.33
AKBNK,9.09.2016,0.032178218,52689791.14,0.033674083,0.034684497,0.034168798,-0.023041476,-0.010147926,-0.012893549,21400183.44
AKBNK,16.09.2016,0.013605442,35583757.87,0.08339794,0.02538434,0.061204951,-0.00254972,-0.013409507,0.010859787,20609548.32
AKBNK,19.09.2016,0.023213195,34948991.97,0.02484472,0.023498694,0.02421426,0.031186095,0.021710783,0.009475311,20674029.37
AKBNK,20.09.2016,0.014580802,45964061.77,0.007646096,0.059809079,0.038089823,-0.009667823,-0.004600059,-0.005067764,18447909.5
AKBNK,21.09.2016,0.017010935,46550694.59,0.050378957,0.093442349,0.075007157,0.006132666,0.007792045,-0.001659379,24010434.75
AKBNK,22.09.2016,0.038507822,57150556.91,0.02517912,0.017021277,0.020807601,0.020524941,0.024129225,-0.003604284,26210527.87
AKBNK,23.09.2016,0.009501188,44784638.68,0.043251811,0.032199271,0.037417148,-0.002315943,-0.000495013,-0.001820931,18632311.37
